Accident year,Casualty severity,Casualty sex,Casualty age,Road type,Weather condition,Casualties,
2018,Killed,Male,92,Single carriageway,Fine + high winds,1,
2018,Killed,Male,94,Dual carriageway,Fine no high winds,1,
2018,Killed,Male,94,Single carriageway,Fine no high winds,1,
2018,Killed,Male,95,Single carriageway,Fine no high winds,1,
2018,Killed,Male,96,Single carriageway,Fine no high winds,1,
2018,Killed,Female,0,Single carriageway,Fine no high winds,2,
2018,Killed,Female,1,Single carriageway,Fine no high winds,1,
2018,Killed,Female,2,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,4,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,6,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,6,Single carriageway,Fine no high winds,1,
2018,Killed,Female,7,Single carriageway,Snowing no high winds,1,
2018,Killed,Female,8,Single carriageway,Fine no high winds,1,
2018,Killed,Female,10,Single carriageway,Fine no high winds,1,
2018,Killed,Female,11,Single carriageway,Fine no high winds,2,
2018,Killed,Female,12,Single carriageway,Raining + high winds,1,
2018,Killed,Female,13,Dual carriageway,Raining + high winds,1,
2018,Killed,Female,14,Single carriageway,Fine no high winds,2,
2018,Killed,Female,14,Single carriageway,Raining no high winds,1,
2018,Killed,Female,15,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,16,Single carriageway,Fine no high winds,2,
2018,Killed,Female,17,Single carriageway,Fine no high winds,3,
2018,Killed,Female,17,Single carriageway,Fine + high winds,1,
2018,Killed,Female,18,Dual carriageway,Raining no high winds,2,
2018,Killed,Female,18,Single carriageway,Unknown,1,
2018,Killed,Female,18,Single carriageway,Fine no high winds,8,
2018,Killed,Female,18,Single carriageway,Raining + high winds,1,
2018,Killed,Female,18,Single carriageway,Other,1,
2018,Killed,Female,19,Roundabout,Fine no high winds,1,
2018,Killed,Female,19,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,19,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,19,Single carriageway,Unknown,1,
2018,Killed,Female,19,Single carriageway,Fine no high winds,5,
2018,Killed,Female,19,Single carriageway,Raining no high winds,1,
2018,Killed,Female,20,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,20,Single carriageway,Fine no high winds,2,
2018,Killed,Female,20,Single carriageway,Raining no high winds,1,
2018,Killed,Female,20,Single carriageway,Raining + high winds,1,
2018,Killed,Female,21,Single carriageway,Fine no high winds,3,
2018,Killed,Female,21,Single carriageway,Raining no high winds,2,
2018,Killed,Female,22,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,22,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,22,Single carriageway,Fine no high winds,5,
2018,Killed,Female,22,Single carriageway,Raining no high winds,2,
2018,Killed,Female,22,Single carriageway,Raining + high winds,1,
2018,Killed,Female,23,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,24,Dual carriageway,Snowing no high winds,1,
2018,Killed,Female,24,Single carriageway,Fine no high winds,5,
2018,Killed,Female,24,Single carriageway,Other,1,
2018,Killed,Female,25,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,25,Single carriageway,Fine no high winds,2,
2018,Killed,Female,25,Single carriageway,Raining no high winds,1,
2018,Killed,Female,26,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,26,Single carriageway,Fine no high winds,6,
2018,Killed,Female,27,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,27,Single carriageway,Fine no high winds,4,
2018,Killed,Female,28,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,28,Dual carriageway,Raining + high winds,1,
2018,Killed,Female,28,Single carriageway,Fine no high winds,2,
2018,Killed,Female,29,Dual carriageway,Unknown,1,
2018,Killed,Female,29,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,29,Single carriageway,Fine no high winds,4,
2018,Killed,Female,29,Single carriageway,Raining no high winds,1,
2018,Killed,Female,30,Dual carriageway,Snowing no high winds,1,
2018,Killed,Female,30,Single carriageway,Fine no high winds,3,
2018,Killed,Female,31,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,31,Single carriageway,Fine no high winds,1,
2018,Killed,Female,31,Single carriageway,Raining no high winds,1,
2018,Killed,Female,32,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,32,Single carriageway,Fine + high winds,1,
2018,Killed,Female,33,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,33,Single carriageway,Fine no high winds,1,
2018,Killed,Female,34,Single carriageway,Unknown,1,
2018,Killed,Female,34,Single carriageway,Fine no high winds,1,
2018,Killed,Female,34,Single carriageway,Raining no high winds,1,
2018,Killed,Female,34,Single carriageway,Raining + high winds,2,
2018,Killed,Female,35,Single carriageway,Fine no high winds,2,
2018,Killed,Female,35,Single carriageway,Raining no high winds,1,
2018,Killed,Female,36,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,36,Dual carriageway,Fog or mist,1,
2018,Killed,Female,36,Single carriageway,Fine no high winds,1,
2018,Killed,Female,36,Single carriageway,Raining no high winds,1,
2018,Killed,Female,37,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,37,Single carriageway,Fine no high winds,4,
2018,Killed,Female,37,Single carriageway,Snowing no high winds,1,
2018,Killed,Female,38,Single carriageway,Fine no high winds,6,
2018,Killed,Female,39,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,39,Single carriageway,Snowing no high winds,1,
2018,Killed,Female,41,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,41,Single carriageway,Fine no high winds,2,
2018,Killed,Female,41,Single carriageway,Raining no high winds,1,
2018,Killed,Female,41,Single carriageway,Snowing no high winds,1,
2018,Killed,Female,42,Single carriageway,Fine no high winds,1,
2018,Killed,Female,43,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,43,Single carriageway,Fine no high winds,3,
2018,Killed,Female,44,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,44,Single carriageway,Fine no high winds,1,
2018,Killed,Female,45,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,45,Single carriageway,Fine no high winds,2,
2018,Killed,Female,45,Single carriageway,Raining no high winds,1,
2018,Killed,Female,46,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,46,Single carriageway,Fine no high winds,2,
2018,Killed,Female,47,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,47,Single carriageway,Fine no high winds,3,
2018,Killed,Female,47,Single carriageway,Raining no high winds,1,
2018,Killed,Female,48,Dual carriageway,Fine no high winds,3,
2018,Killed,Female,48,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,48,Single carriageway,Fine no high winds,2,
2018,Killed,Female,49,One way street,Fine + high winds,1,
2018,Killed,Female,49,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,49,Single carriageway,Fine no high winds,3,
2018,Killed,Female,49,Single carriageway,Raining no high winds,1,
2018,Killed,Female,50,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,50,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,50,Single carriageway,Fine no high winds,3,
2018,Killed,Female,51,Single carriageway,Fine no high winds,2,
2018,Killed,Female,51,Single carriageway,Raining + high winds,1,
2018,Killed,Female,52,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,52,Single carriageway,Fine no high winds,2,
2018,Killed,Female,53,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,53,Single carriageway,Fine no high winds,2,
2018,Killed,Female,53,Single carriageway,Raining no high winds,1,
2018,Killed,Female,54,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,54,Single carriageway,Fine no high winds,2,
2018,Killed,Female,55,One way street,Fine no high winds,1,
2018,Killed,Female,55,One way street,Fine + high winds,1,
2018,Killed,Female,55,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,55,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,55,Single carriageway,Fine no high winds,4,
2018,Killed,Female,55,Single carriageway,Raining no high winds,2,
2018,Killed,Female,56,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,56,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,56,Single carriageway,Fine no high winds,2,
2018,Killed,Female,56,Slip road,Fine no high winds,1,
2018,Killed,Female,57,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,57,Single carriageway,Fine no high winds,3,
2018,Killed,Female,58,Dual carriageway,Fine no high winds,3,
2018,Killed,Female,58,Single carriageway,Fine no high winds,3,
2018,Killed,Female,59,One way street,Raining no high winds,1,
2018,Killed,Female,59,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,59,Single carriageway,Fine no high winds,3,
2018,Killed,Female,59,Single carriageway,Raining no high winds,1,
2018,Killed,Female,60,Unknown,Fine no high winds,1,
2018,Killed,Female,60,One way street,Fine no high winds,1,
2018,Killed,Female,60,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,60,Single carriageway,Fine no high winds,5,
2018,Killed,Female,61,Unknown,Raining no high winds,1,
2018,Killed,Female,61,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,61,Single carriageway,Fine no high winds,2,
2018,Killed,Female,62,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,62,Single carriageway,Fine no high winds,1,
2018,Killed,Female,63,Single carriageway,Fine no high winds,5,
2018,Killed,Female,64,Single carriageway,Fine no high winds,7,
2018,Killed,Female,65,Dual carriageway,Fine no high winds,3,
2018,Killed,Female,65,Single carriageway,Fine no high winds,6,
2018,Killed,Female,65,Single carriageway,Raining + high winds,1,
2018,Killed,Female,66,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,66,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,66,Single carriageway,Fine no high winds,5,
2018,Killed,Female,67,Single carriageway,Fine no high winds,3,
2018,Killed,Female,67,Single carriageway,Fine + high winds,1,
2018,Killed,Female,68,One way street,Fine no high winds,1,
2018,Killed,Female,68,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,68,Single carriageway,Fine no high winds,6,
2018,Killed,Female,69,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,69,Dual carriageway,Other,1,
2018,Killed,Female,69,Single carriageway,Fine no high winds,3,
2018,Killed,Female,69,Single carriageway,Raining + high winds,1,
2018,Killed,Female,69,Single carriageway,Fog or mist,1,
2018,Killed,Female,70,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,70,Single carriageway,Fine no high winds,4,
2018,Killed,Female,70,Single carriageway,Raining no high winds,1,
2018,Killed,Female,70,Single carriageway,Other,2,
2018,Killed,Female,71,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,71,Single carriageway,Fine no high winds,7,
2018,Killed,Female,71,Single carriageway,Raining no high winds,1,
2018,Killed,Female,72,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,72,Single carriageway,Fine no high winds,3,
2018,Killed,Female,73,Single carriageway,Fine no high winds,8,
2018,Killed,Female,73,Single carriageway,Raining + high winds,1,
2018,Killed,Female,74,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,74,Single carriageway,Unknown,1,
2018,Killed,Female,74,Single carriageway,Fine no high winds,2,
2018,Killed,Female,74,Single carriageway,Raining no high winds,2,
2018,Killed,Female,74,Single carriageway,Other,1,
2018,Killed,Female,75,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,75,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,75,Single carriageway,Fine no high winds,7,
2018,Killed,Female,75,Single carriageway,Raining + high winds,1,
2018,Killed,Female,76,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,76,Single carriageway,Unknown,1,
2018,Killed,Female,76,Single carriageway,Fine no high winds,7,
2018,Killed,Female,77,Single carriageway,Fine no high winds,6,
2018,Killed,Female,77,Single carriageway,Raining no high winds,2,
2018,Killed,Female,78,Roundabout,Fine no high winds,1,
2018,Killed,Female,78,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,78,Single carriageway,Fine no high winds,7,
2018,Killed,Female,79,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,79,Single carriageway,Unknown,1,
2018,Killed,Female,79,Single carriageway,Fine no high winds,5,
2018,Killed,Female,80,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,80,Single carriageway,Fine no high winds,7,
2018,Killed,Female,80,Single carriageway,Raining no high winds,2,
2018,Killed,Female,81,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,81,Single carriageway,Fine no high winds,3,
2018,Killed,Female,82,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,82,Single carriageway,Fine no high winds,3,
2018,Killed,Female,83,Roundabout,Fine no high winds,1,
2018,Killed,Female,83,Dual carriageway,Fine no high winds,2,
2018,Killed,Female,83,Single carriageway,Fine no high winds,5,
2018,Killed,Female,83,Single carriageway,Fine + high winds,1,
2018,Killed,Female,84,One way street,Raining no high winds,1,
2018,Killed,Female,84,Single carriageway,Fine no high winds,4,
2018,Killed,Female,84,Single carriageway,Raining no high winds,1,
2018,Killed,Female,84,Single carriageway,Fine + high winds,1,
2018,Killed,Female,85,Roundabout,Fine no high winds,1,
2018,Killed,Female,85,Single carriageway,Fine no high winds,4,
2018,Killed,Female,86,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,86,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,86,Single carriageway,Fine no high winds,9,
2018,Killed,Female,86,Single carriageway,Raining no high winds,1,
2018,Killed,Female,87,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,87,Single carriageway,Fine no high winds,2,
2018,Killed,Female,87,Single carriageway,Raining no high winds,1,
2018,Killed,Female,88,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,88,Single carriageway,Fine no high winds,2,
2018,Killed,Female,88,Single carriageway,Raining no high winds,2,
2018,Killed,Female,89,Single carriageway,Fine no high winds,5,
2018,Killed,Female,89,Single carriageway,Raining no high winds,1,
2018,Killed,Female,90,Single carriageway,Fine no high winds,3,
2018,Killed,Female,92,Single carriageway,Fine no high winds,3,
2018,Killed,Female,92,Single carriageway,Raining no high winds,1,
2018,Killed,Female,93,Single carriageway,Fine no high winds,2,
2018,Killed,Female,94,Single carriageway,Fine no high winds,1,
2018,Killed,Female,95,Dual carriageway,Fine no high winds,1,
2018,Killed,Female,95,Single carriageway,Fine no high winds,1,
2018,Killed,Female,97,Dual carriageway,Raining no high winds,1,
2018,Killed,Female,98,Single carriageway,Fine no high winds,1,
2019,Killed,Male,0,Single carriageway,Other,1,
2019,Killed,Male,1,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,3,Single carriageway,Fine no high winds,2,
2019,Killed,Male,5,Single carriageway,Fine no high winds,1,
2019,Killed,Male,10,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,10,Single carriageway,Fine no high winds,1,
2019,Killed,Male,11,Single carriageway,Fine no high winds,3,
2019,Killed,Male,11,Single carriageway,Fine + high winds,1,
2019,Killed,Male,12,Single carriageway,Fine no high winds,3,
2019,Killed,Male,13,Single carriageway,Fine no high winds,2,
2019,Killed,Male,13,Single carriageway,Raining no high winds,1,
2019,Killed,Male,14,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,14,Single carriageway,Fine no high winds,2,
2019,Killed,Male,14,Single carriageway,Raining no high winds,1,
2019,Killed,Male,14,Single carriageway,Fine + high winds,1,
2019,Killed,Male,15,Single carriageway,Fine no high winds,3,
2019,Killed,Male,16,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,16,Single carriageway,Fine no high winds,2,
2019,Killed,Male,16,Single carriageway,Raining no high winds,2,
2019,Killed,Male,17,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,17,Single carriageway,Unknown,1,
2019,Killed,Male,17,Single carriageway,Fine no high winds,14,
2019,Killed,Male,17,Slip road,Fine no high winds,1,
2019,Killed,Male,18,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,18,Single carriageway,Fine no high winds,16,
2019,Killed,Male,18,Single carriageway,Raining no high winds,2,
2019,Killed,Male,18,Single carriageway,Other,1,
2019,Killed,Male,18,Slip road,Fine no high winds,1,
2019,Killed,Male,19,One way street,Fine no high winds,1,
2019,Killed,Male,19,Dual carriageway,Unknown,1,
2019,Killed,Male,19,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,19,Single carriageway,Unknown,1,
2019,Killed,Male,19,Single carriageway,Fine no high winds,14,
2019,Killed,Male,19,Single carriageway,Raining no high winds,1,
2019,Killed,Male,19,Single carriageway,Fine + high winds,1,
2019,Killed,Male,19,Single carriageway,Other,1,
2019,Killed,Male,20,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,20,Single carriageway,Fine no high winds,17,
2019,Killed,Male,20,Single carriageway,Raining no high winds,3,
2019,Killed,Male,20,Single carriageway,Fog or mist,1,
2019,Killed,Male,21,Roundabout,Fine no high winds,1,
2019,Killed,Male,21,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,21,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,21,Single carriageway,Unknown,2,
2019,Killed,Male,21,Single carriageway,Fine no high winds,19,
2019,Killed,Male,21,Single carriageway,Raining no high winds,2,
2019,Killed,Male,22,One way street,Fine no high winds,1,
2019,Killed,Male,22,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,22,Single carriageway,Fine no high winds,13,
2019,Killed,Male,22,Single carriageway,Raining no high winds,2,
2019,Killed,Male,22,Single carriageway,Fine + high winds,2,
2019,Killed,Male,22,Single carriageway,Fog or mist,1,
2019,Killed,Male,23,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,23,Single carriageway,Fine no high winds,27,
2019,Killed,Male,23,Single carriageway,Raining no high winds,2,
2019,Killed,Male,23,Single carriageway,Fine + high winds,1,
2019,Killed,Male,24,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,24,Dual carriageway,Fine + high winds,1,
2019,Killed,Male,24,Dual carriageway,Raining + high winds,2,
2019,Killed,Male,24,Single carriageway,Fine no high winds,13,
2019,Killed,Male,24,Single carriageway,Raining no high winds,4,
2019,Killed,Male,24,Single carriageway,Fine + high winds,1,
2019,Killed,Male,24,Single carriageway,Raining + high winds,1,
2019,Killed,Male,25,Roundabout,Fine no high winds,1,
2019,Killed,Male,25,Dual carriageway,Fine no high winds,7,
2019,Killed,Male,25,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,25,Single carriageway,Fine no high winds,16,
2019,Killed,Male,25,Single carriageway,Raining no high winds,2,
2019,Killed,Male,25,Single carriageway,Fine + high winds,1,
2019,Killed,Male,25,Slip road,Fine no high winds,1,
2019,Killed,Male,26,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,26,Dual carriageway,Fog or mist,1,
2019,Killed,Male,26,Single carriageway,Unknown,1,
2019,Killed,Male,26,Single carriageway,Fine no high winds,13,
2019,Killed,Male,26,Single carriageway,Raining no high winds,2,
2019,Killed,Male,26,Single carriageway,Other,1,
2019,Killed,Male,26,Slip road,Fine no high winds,1,
2019,Killed,Male,26,Slip road,Raining no high winds,1,
2019,Killed,Male,27,Roundabout,Fine no high winds,1,
2019,Killed,Male,27,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,27,Single carriageway,Unknown,1,
2019,Killed,Male,27,Single carriageway,Fine no high winds,12,
2019,Killed,Male,27,Single carriageway,Raining no high winds,3,
2019,Killed,Male,27,Single carriageway,Fog or mist,1,
2019,Killed,Male,27,Slip road,Fine no high winds,1,
2019,Killed,Male,28,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,28,Single carriageway,Fine no high winds,7,
2019,Killed,Male,28,Single carriageway,Raining no high winds,1,
2019,Killed,Male,28,Single carriageway,Snowing no high winds,1,
2019,Killed,Male,28,Single carriageway,Fine + high winds,1,
2019,Killed,Male,28,Single carriageway,Raining + high winds,1,
2019,Killed,Male,29,Unknown,Fine + high winds,1,
2019,Killed,Male,29,Dual carriageway,Fine no high winds,7,
2019,Killed,Male,29,Single carriageway,Fine no high winds,18,
2019,Killed,Male,29,Single carriageway,Raining no high winds,3,
2019,Killed,Male,29,Single carriageway,Raining + high winds,1,
2019,Killed,Male,29,Single carriageway,Fog or mist,1,
2019,Killed,Male,30,Unknown,Fine no high winds,1,
2019,Killed,Male,30,Roundabout,Fine no high winds,1,
2019,Killed,Male,30,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,30,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,30,Single carriageway,Fine no high winds,14,
2019,Killed,Male,30,Single carriageway,Raining no high winds,1,
2019,Killed,Male,31,Roundabout,Snowing no high winds,1,
2019,Killed,Male,31,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,31,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,31,Dual carriageway,Raining + high winds,1,
2019,Killed,Male,31,Single carriageway,Fine no high winds,12,
2019,Killed,Male,31,Single carriageway,Raining no high winds,1,
2019,Killed,Male,31,Single carriageway,Fog or mist,1,
2019,Killed,Male,31,Slip road,Fine no high winds,1,
2019,Killed,Male,32,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,32,Dual carriageway,Fine + high winds,1,
2019,Killed,Male,32,Single carriageway,Fine no high winds,8,
2019,Killed,Male,32,Single carriageway,Raining no high winds,1,
2019,Killed,Male,32,Single carriageway,Fine + high winds,2,
2019,Killed,Male,32,Single carriageway,Raining + high winds,1,
2019,Killed,Male,33,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,33,Single carriageway,Fine no high winds,9,
2019,Killed,Male,33,Single carriageway,Raining no high winds,2,
2019,Killed,Male,33,Slip road,Fine no high winds,1,
2019,Killed,Male,34,Roundabout,Fine no high winds,1,
2019,Killed,Male,34,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,34,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,34,Single carriageway,Fine no high winds,11,
2019,Killed,Male,34,Single carriageway,Raining no high winds,2,
2019,Killed,Male,34,Single carriageway,Raining + high winds,1,
2019,Killed,Male,34,Single carriageway,Fog or mist,1,
2019,Killed,Male,34,Slip road,Other,1,
2019,Killed,Male,35,One way street,Fine no high winds,1,
2019,Killed,Male,35,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,35,Dual carriageway,Fog or mist,1,
2019,Killed,Male,35,Single carriageway,Unknown,1,
2019,Killed,Male,35,Single carriageway,Fine no high winds,13,
2019,Killed,Male,35,Single carriageway,Raining no high winds,3,
2019,Killed,Male,35,Single carriageway,Fine + high winds,1,
2019,Killed,Male,35,Single carriageway,Raining + high winds,1,
2019,Killed,Male,35,Single carriageway,Other,1,
2019,Killed,Male,35,Slip road,Fine no high winds,1,
2019,Killed,Male,36,One way street,Other,1,
2019,Killed,Male,36,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,36,Single carriageway,Fine no high winds,12,
2019,Killed,Male,36,Slip road,Fine no high winds,2,
2019,Killed,Male,37,Roundabout,Fine no high winds,1,
2019,Killed,Male,37,Dual carriageway,Fine no high winds,7,
2019,Killed,Male,37,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,37,Single carriageway,Fine no high winds,13,
2019,Killed,Male,37,Single carriageway,Raining no high winds,3,
2019,Killed,Male,37,Single carriageway,Fog or mist,1,
2019,Killed,Male,37,Slip road,Fine no high winds,2,
2019,Killed,Male,38,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,38,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,38,Single carriageway,Fine no high winds,11,
2019,Killed,Male,38,Single carriageway,Raining no high winds,2,
2019,Killed,Male,38,Single carriageway,Raining + high winds,1,
2019,Killed,Male,38,Single carriageway,Fog or mist,1,
2019,Killed,Male,39,Dual carriageway,Unknown,1,
2019,Killed,Male,39,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,39,Dual carriageway,Raining + high winds,2,
2019,Killed,Male,39,Single carriageway,Fine no high winds,9,
2019,Killed,Male,39,Single carriageway,Raining no high winds,2,
2019,Killed,Male,40,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,40,Single carriageway,Fine no high winds,11,
2019,Killed,Male,40,Single carriageway,Raining no high winds,1,
2019,Killed,Male,41,Roundabout,Fine no high winds,1,
2019,Killed,Male,41,Single carriageway,Fine no high winds,4,
2019,Killed,Male,41,Single carriageway,Raining no high winds,3,
2019,Killed,Male,41,Single carriageway,Fine + high winds,1,
2019,Killed,Male,41,Single carriageway,Other,1,
2019,Killed,Male,42,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,42,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,42,Dual carriageway,Fine + high winds,1,
2019,Killed,Male,42,Single carriageway,Fine no high winds,9,
2019,Killed,Male,42,Single carriageway,Raining no high winds,1,
2019,Killed,Male,42,Single carriageway,Other,1,
2019,Killed,Male,43,One way street,Fine no high winds,1,
2019,Killed,Male,43,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,43,Single carriageway,Unknown,1,
2019,Killed,Male,43,Single carriageway,Fine no high winds,9,
2019,Killed,Male,43,Single carriageway,Raining no high winds,1,
2019,Killed,Male,43,Single carriageway,Other,1,
2019,Killed,Male,43,Slip road,Raining no high winds,1,
2019,Killed,Male,44,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,44,Dual carriageway,Raining no high winds,3,
2019,Killed,Male,44,Single carriageway,Unknown,1,
2019,Killed,Male,44,Single carriageway,Fine no high winds,5,
2019,Killed,Male,44,Single carriageway,Raining no high winds,2,
2019,Killed,Male,44,Single carriageway,Fine + high winds,1,
2019,Killed,Male,44,Slip road,Fine no high winds,1,
2019,Killed,Male,45,Roundabout,Fine no high winds,1,
2019,Killed,Male,45,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,45,Dual carriageway,Raining + high winds,1,
2019,Killed,Male,45,Dual carriageway,Other,1,
2019,Killed,Male,45,Single carriageway,Fine no high winds,9,
2019,Killed,Male,46,Roundabout,Fine no high winds,1,
2019,Killed,Male,46,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,46,Single carriageway,Fine no high winds,13,
2019,Killed,Male,46,Single carriageway,Raining no high winds,1,
2019,Killed,Male,46,Single carriageway,Raining + high winds,1,
2019,Killed,Male,46,Slip road,Fine no high winds,1,
2019,Killed,Male,47,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,47,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,47,Single carriageway,Fine no high winds,14,
2019,Killed,Male,48,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,48,Single carriageway,Fine no high winds,18,
2019,Killed,Male,48,Single carriageway,Fog or mist,1,
2019,Killed,Male,49,Dual carriageway,Unknown,1,
2019,Killed,Male,49,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,49,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,49,Single carriageway,Fine no high winds,9,
2019,Killed,Male,49,Single carriageway,Raining no high winds,1,
2019,Killed,Male,50,Roundabout,Raining no high winds,1,
2019,Killed,Male,50,Dual carriageway,Fine no high winds,6,
2019,Killed,Male,50,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,50,Single carriageway,Fine no high winds,14,
2019,Killed,Male,50,Single carriageway,Raining no high winds,1,
2019,Killed,Male,50,Single carriageway,Raining + high winds,1,
2019,Killed,Male,51,Roundabout,Raining no high winds,1,
2019,Killed,Male,51,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,51,Single carriageway,Fine no high winds,11,
2019,Killed,Male,51,Single carriageway,Fine + high winds,1,
2019,Killed,Male,52,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,52,Single carriageway,Unknown,1,
2019,Killed,Male,52,Single carriageway,Fine no high winds,7,
2019,Killed,Male,52,Slip road,Fine no high winds,1,
2019,Killed,Male,53,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,53,Single carriageway,Fine no high winds,16,
2019,Killed,Male,53,Single carriageway,Raining no high winds,4,
2019,Killed,Male,53,Single carriageway,Fog or mist,2,
2019,Killed,Male,54,Dual carriageway,Fine no high winds,3,
