Accident year,Casualty severity,Casualty sex,Casualty age,Road type,Weather condition,Casualties,
2020,Killed,Male,27,Single carriageway,Raining no high winds,3,
2020,Killed,Male,27,Single carriageway,Fine + high winds,1,
2020,Killed,Male,28,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,28,Single carriageway,Fine no high winds,15,
2020,Killed,Male,28,Single carriageway,Raining no high winds,2,
2020,Killed,Male,28,Single carriageway,Raining + high winds,1,
2020,Killed,Male,29,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,29,Dual carriageway,Raining no high winds,2,
2020,Killed,Male,29,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,29,Dual carriageway,Fog or mist,1,
2020,Killed,Male,29,Single carriageway,Fine no high winds,12,
2020,Killed,Male,29,Single carriageway,Raining no high winds,1,
2020,Killed,Male,30,Roundabout,Raining no high winds,1,
2020,Killed,Male,30,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,30,Single carriageway,Unknown,1,
2020,Killed,Male,30,Single carriageway,Fine no high winds,17,
2020,Killed,Male,30,Single carriageway,Raining no high winds,1,
2020,Killed,Male,30,Slip road,Fine no high winds,2,
2020,Killed,Male,31,Dual carriageway,Fine no high winds,5,
2020,Killed,Male,31,Single carriageway,Fine no high winds,7,
2020,Killed,Male,31,Single carriageway,Raining no high winds,2,
2020,Killed,Male,32,Roundabout,Fine no high winds,1,
2020,Killed,Male,32,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,32,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,32,Single carriageway,Fine no high winds,7,
2020,Killed,Male,32,Single carriageway,Raining + high winds,1,
2020,Killed,Male,33,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,33,Dual carriageway,Raining no high winds,2,
2020,Killed,Male,33,Single carriageway,Unknown,2,
2020,Killed,Male,33,Single carriageway,Fine no high winds,14,
2020,Killed,Male,33,Single carriageway,Raining no high winds,1,
2020,Killed,Male,34,Dual carriageway,Fine no high winds,6,
2020,Killed,Male,34,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,34,Single carriageway,Unknown,1,
2020,Killed,Male,34,Single carriageway,Fine no high winds,9,
2020,Killed,Male,34,Single carriageway,Raining no high winds,1,
2020,Killed,Male,34,Single carriageway,Fine + high winds,1,
2020,Killed,Male,34,Single carriageway,Raining + high winds,1,
2020,Killed,Male,35,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,35,Single carriageway,Fine no high winds,11,
2020,Killed,Male,35,Single carriageway,Raining no high winds,2,
2020,Killed,Male,36,Roundabout,Fine no high winds,2,
2020,Killed,Male,36,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,36,Single carriageway,Fine no high winds,9,
2020,Killed,Male,36,Single carriageway,Raining no high winds,2,
2020,Killed,Male,36,Single carriageway,Fine + high winds,2,
2020,Killed,Male,36,Slip road,Fine no high winds,1,
2020,Killed,Male,37,Roundabout,Fine no high winds,1,
2020,Killed,Male,37,Dual carriageway,Unknown,1,
2020,Killed,Male,37,Dual carriageway,Fine no high winds,5,
2020,Killed,Male,37,Single carriageway,Unknown,1,
2020,Killed,Male,37,Single carriageway,Fine no high winds,12,
2020,Killed,Male,37,Single carriageway,Fine + high winds,1,
2020,Killed,Male,38,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,38,Dual carriageway,Fine + high winds,1,
2020,Killed,Male,38,Single carriageway,Fine no high winds,12,
2020,Killed,Male,38,Single carriageway,Raining no high winds,1,
2020,Killed,Male,39,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,39,Dual carriageway,Other,1,
2020,Killed,Male,39,Single carriageway,Unknown,1,
2020,Killed,Male,39,Single carriageway,Fine no high winds,8,
2020,Killed,Male,39,Single carriageway,Fine + high winds,1,
2020,Killed,Male,39,Single carriageway,Snowing + high winds,1,
2020,Killed,Male,40,Dual carriageway,Fine no high winds,5,
2020,Killed,Male,40,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,40,Dual carriageway,Fine + high winds,1,
2020,Killed,Male,40,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,40,Single carriageway,Fine no high winds,9,
2020,Killed,Male,40,Single carriageway,Raining no high winds,4,
2020,Killed,Male,40,Single carriageway,Fine + high winds,1,
2020,Killed,Male,40,Single carriageway,Raining + high winds,1,
2020,Killed,Male,41,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,41,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,41,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,41,Single carriageway,Fine no high winds,12,
2020,Killed,Male,41,Single carriageway,Raining no high winds,1,
2020,Killed,Male,42,Roundabout,Fine no high winds,1,
2020,Killed,Male,42,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,42,Single carriageway,Fine no high winds,12,
2020,Killed,Male,42,Single carriageway,Raining no high winds,1,
2020,Killed,Male,42,Single carriageway,Fine + high winds,1,
2020,Killed,Male,42,Single carriageway,Raining + high winds,1,
2020,Killed,Male,43,Roundabout,Fine no high winds,1,
2020,Killed,Male,43,Dual carriageway,Fine no high winds,5,
2020,Killed,Male,43,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,43,Single carriageway,Fine no high winds,9,
2020,Killed,Male,43,Single carriageway,Raining no high winds,1,
2020,Killed,Male,43,Single carriageway,Fine + high winds,1,
2020,Killed,Male,44,Dual carriageway,Fine no high winds,7,
2020,Killed,Male,44,Single carriageway,Fine no high winds,5,
2020,Killed,Male,45,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,45,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,45,Single carriageway,Fine no high winds,7,
2020,Killed,Male,45,Single carriageway,Other,1,
2020,Killed,Male,46,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,46,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,46,Single carriageway,Fine no high winds,5,
2020,Killed,Male,47,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,47,Single carriageway,Fine no high winds,13,
2020,Killed,Male,47,Single carriageway,Raining no high winds,1,
2020,Killed,Male,47,Single carriageway,Fine + high winds,1,
2020,Killed,Male,48,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,48,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,48,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,48,Single carriageway,Fine no high winds,7,
2020,Killed,Male,48,Single carriageway,Raining no high winds,1,
2020,Killed,Male,48,Single carriageway,Fog or mist,1,
2020,Killed,Male,48,Single carriageway,Other,1,
2020,Killed,Male,49,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,49,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,49,Single carriageway,Fine no high winds,12,
2020,Killed,Male,50,Unknown,Fine no high winds,1,
2020,Killed,Male,50,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,50,Dual carriageway,Other,1,
2020,Killed,Male,50,Single carriageway,Fine no high winds,11,
2020,Killed,Male,50,Single carriageway,Raining no high winds,2,
2020,Killed,Male,50,Single carriageway,Fog or mist,1,
2020,Killed,Male,51,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,51,Single carriageway,Fine no high winds,11,
2020,Killed,Male,51,Single carriageway,Raining no high winds,1,
2020,Killed,Male,51,Single carriageway,Fog or mist,1,
2020,Killed,Male,52,Roundabout,Fine no high winds,1,
2020,Killed,Male,52,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,52,Single carriageway,Fine no high winds,19,
2020,Killed,Male,52,Single carriageway,Raining no high winds,3,
2020,Killed,Male,52,Single carriageway,Raining + high winds,1,
2020,Killed,Male,52,Single carriageway,Fog or mist,1,
2020,Killed,Male,52,Single carriageway,Other,1,
2020,Killed,Male,53,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,53,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,53,Single carriageway,Fine no high winds,12,
2020,Killed,Male,53,Single carriageway,Raining no high winds,1,
2020,Killed,Male,53,Slip road,Fine no high winds,1,
2020,Killed,Male,54,Roundabout,Fine no high winds,1,
2020,Killed,Male,54,One way street,Fine no high winds,1,
2020,Killed,Male,54,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,54,Single carriageway,Fine no high winds,7,
2020,Killed,Male,54,Single carriageway,Fine + high winds,1,
2020,Killed,Male,54,Single carriageway,Raining + high winds,1,
2020,Killed,Male,55,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,55,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,55,Single carriageway,Fine no high winds,4,
2020,Killed,Male,55,Single carriageway,Raining no high winds,2,
2020,Killed,Male,56,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,56,Single carriageway,Fine no high winds,19,
2020,Killed,Male,57,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,57,Dual carriageway,Other,1,
2020,Killed,Male,57,Single carriageway,Fine no high winds,12,
2020,Killed,Male,57,Single carriageway,Fine + high winds,1,
2020,Killed,Male,58,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,58,Single carriageway,Fine no high winds,12,
2020,Killed,Male,58,Single carriageway,Raining no high winds,2,
2020,Killed,Male,58,Single carriageway,Raining + high winds,3,
2020,Killed,Male,58,Slip road,Fine no high winds,1,
2020,Killed,Male,59,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,59,Single carriageway,Fine no high winds,8,
2020,Killed,Male,59,Single carriageway,Raining + high winds,1,
2020,Killed,Male,59,Slip road,Fine no high winds,1,
2020,Killed,Male,60,Roundabout,Fine no high winds,1,
2020,Killed,Male,60,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,60,Single carriageway,Fine no high winds,9,
2020,Killed,Male,60,Single carriageway,Raining no high winds,2,
2020,Killed,Male,61,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,61,Single carriageway,Fine no high winds,10,
2020,Killed,Male,61,Single carriageway,Raining no high winds,1,
2020,Killed,Male,62,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,62,Single carriageway,Fine no high winds,10,
2020,Killed,Male,62,Single carriageway,Raining no high winds,1,
2020,Killed,Male,62,Single carriageway,Raining + high winds,1,
2020,Killed,Male,62,Single carriageway,Other,1,
2020,Killed,Male,63,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,63,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,63,Dual carriageway,Fog or mist,1,
2020,Killed,Male,63,Single carriageway,Fine no high winds,3,
2020,Killed,Male,63,Single carriageway,Raining + high winds,2,
2020,Killed,Male,64,One way street,Other,1,
2020,Killed,Male,64,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,64,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,64,Single carriageway,Fine no high winds,11,
2020,Killed,Male,65,Roundabout,Fine no high winds,1,
2020,Killed,Male,65,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,65,Single carriageway,Fine no high winds,12,
2020,Killed,Male,65,Single carriageway,Raining no high winds,1,
2020,Killed,Male,65,Single carriageway,Fine + high winds,1,
2020,Killed,Male,66,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,66,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,66,Single carriageway,Fine no high winds,8,
2020,Killed,Male,66,Single carriageway,Raining no high winds,2,
2020,Killed,Male,66,Single carriageway,Raining + high winds,1,
2020,Killed,Male,67,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,67,Single carriageway,Fine no high winds,5,
2020,Killed,Male,67,Single carriageway,Raining no high winds,1,
2020,Killed,Male,68,Roundabout,Raining no high winds,1,
2020,Killed,Male,68,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,68,Single carriageway,Fine no high winds,5,
2020,Killed,Male,68,Single carriageway,Raining no high winds,1,
2020,Killed,Male,68,Slip road,Fine no high winds,1,
2020,Killed,Male,69,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,69,Single carriageway,Fine no high winds,3,
2020,Killed,Male,69,Single carriageway,Raining no high winds,2,
2020,Killed,Male,69,Single carriageway,Fog or mist,1,
2020,Killed,Male,69,Slip road,Fine no high winds,1,
2020,Killed,Male,70,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,70,Single carriageway,Fine no high winds,8,
2020,Killed,Male,70,Single carriageway,Raining no high winds,1,
2020,Killed,Male,70,Single carriageway,Fine + high winds,1,
2020,Killed,Male,71,Single carriageway,Fine no high winds,9,
2020,Killed,Male,71,Single carriageway,Raining no high winds,1,
2020,Killed,Male,72,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,72,Single carriageway,Unknown,1,
2020,Killed,Male,72,Single carriageway,Fine no high winds,12,
2020,Killed,Male,72,Single carriageway,Raining no high winds,1,
2020,Killed,Male,73,Single carriageway,Fine no high winds,6,
2020,Killed,Male,73,Single carriageway,Raining no high winds,1,
2020,Killed,Male,74,Single carriageway,Fine no high winds,12,
2020,Killed,Male,74,Single carriageway,Raining no high winds,1,
2020,Killed,Male,74,Single carriageway,Fine + high winds,1,
2020,Killed,Male,74,Slip road,Fine no high winds,1,
2020,Killed,Male,75,Roundabout,Other,1,
2020,Killed,Male,75,Single carriageway,Fine no high winds,6,
2020,Killed,Male,75,Single carriageway,Raining no high winds,1,
2020,Killed,Male,76,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,76,Single carriageway,Fine no high winds,11,
2020,Killed,Male,77,Roundabout,Fine no high winds,1,
2020,Killed,Male,77,Single carriageway,Fine no high winds,9,
2020,Killed,Male,78,Roundabout,Fine no high winds,1,
2020,Killed,Male,78,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,78,Single carriageway,Fine no high winds,5,
2020,Killed,Male,79,Dual carriageway,Fine no high winds,2,
2020,Killed,Male,79,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,79,Single carriageway,Fine no high winds,6,
2020,Killed,Male,79,Single carriageway,Raining no high winds,1,
2020,Killed,Male,79,Single carriageway,Fine + high winds,1,
2020,Killed,Male,79,Single carriageway,Raining + high winds,1,
2020,Killed,Male,80,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,80,Dual carriageway,Fine + high winds,1,
2020,Killed,Male,80,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,80,Single carriageway,Fine no high winds,3,
2020,Killed,Male,81,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,81,Single carriageway,Fine no high winds,4,
2020,Killed,Male,82,Single carriageway,Fine no high winds,6,
2020,Killed,Male,82,Single carriageway,Raining no high winds,2,
2020,Killed,Male,83,Single carriageway,Fine no high winds,3,
2020,Killed,Male,84,Single carriageway,Fine no high winds,8,
2020,Killed,Male,85,Single carriageway,Fine no high winds,7,
2020,Killed,Male,85,Single carriageway,Raining no high winds,1,
2020,Killed,Male,86,Single carriageway,Fine no high winds,4,
2020,Killed,Male,86,Single carriageway,Raining no high winds,4,
2020,Killed,Male,87,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,87,Single carriageway,Fine no high winds,6,
2020,Killed,Male,88,Dual carriageway,Fog or mist,1,
2020,Killed,Male,88,Single carriageway,Fine no high winds,1,
2020,Killed,Male,88,Single carriageway,Raining no high winds,1,
2020,Killed,Male,89,Roundabout,Fine no high winds,1,
2020,Killed,Male,89,Single carriageway,Fine no high winds,2,
2020,Killed,Male,89,Single carriageway,Raining no high winds,1,
2020,Killed,Male,89,Single carriageway,Fine + high winds,1,
2020,Killed,Male,90,One way street,Fine no high winds,1,
2020,Killed,Male,90,Single carriageway,Fine no high winds,5,
2020,Killed,Male,91,Single carriageway,Fine no high winds,2,
2020,Killed,Male,92,Single carriageway,Fine no high winds,2,
2020,Killed,Male,93,Single carriageway,Raining + high winds,1,
2020,Killed,Male,98,Single carriageway,Fine + high winds,1,
2020,Killed,Female,1,Single carriageway,Fine no high winds,2,
2020,Killed,Female,1,Single carriageway,Snowing no high winds,1,
2020,Killed,Female,3,Single carriageway,Fine no high winds,3,
2020,Killed,Female,3,Single carriageway,Snowing no high winds,1,
2020,Killed,Female,4,Single carriageway,Fine no high winds,1,
2020,Killed,Female,8,Single carriageway,Fine no high winds,1,
2020,Killed,Female,11,Single carriageway,Fine no high winds,2,
2020,Killed,Female,12,Single carriageway,Fine no high winds,1,
2020,Killed,Female,13,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,13,Single carriageway,Fine no high winds,1,
2020,Killed,Female,14,Single carriageway,Fine no high winds,1,
2020,Killed,Female,15,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,16,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,16,Dual carriageway,Raining + high winds,1,
2020,Killed,Female,16,Single carriageway,Other,2,
2020,Killed,Female,17,Single carriageway,Fine no high winds,8,
2020,Killed,Female,19,Single carriageway,Unknown,1,
2020,Killed,Female,19,Single carriageway,Fine no high winds,2,
2020,Killed,Female,19,Single carriageway,Raining no high winds,1,
2020,Killed,Female,20,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,20,Single carriageway,Fine no high winds,6,
2020,Killed,Female,20,Single carriageway,Fine + high winds,1,
2020,Killed,Female,21,Single carriageway,Fine no high winds,3,
2020,Killed,Female,21,Single carriageway,Raining no high winds,2,
2020,Killed,Female,22,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,22,Single carriageway,Fine no high winds,4,
2020,Killed,Female,22,Single carriageway,Raining + high winds,1,
2020,Killed,Female,22,Single carriageway,Other,1,
2020,Killed,Female,23,Roundabout,Fine no high winds,1,
2020,Killed,Female,23,Single carriageway,Fine no high winds,2,
2020,Killed,Female,24,Dual carriageway,Raining + high winds,1,
2020,Killed,Female,24,Single carriageway,Fine no high winds,4,
2020,Killed,Female,24,Single carriageway,Raining no high winds,1,
2020,Killed,Female,24,Single carriageway,Fine + high winds,1,
2020,Killed,Female,25,Single carriageway,Fine no high winds,4,
2020,Killed,Female,25,Single carriageway,Fine + high winds,1,
2020,Killed,Female,26,Dual carriageway,Fine + high winds,1,
2020,Killed,Female,26,Single carriageway,Fine no high winds,2,
2020,Killed,Female,26,Single carriageway,Snowing no high winds,1,
2020,Killed,Female,27,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,27,Dual carriageway,Fog or mist,1,
2020,Killed,Female,27,Dual carriageway,Other,1,
2020,Killed,Female,27,Single carriageway,Fine no high winds,3,
2020,Killed,Female,28,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,28,Single carriageway,Fine no high winds,2,
2020,Killed,Female,28,Single carriageway,Raining no high winds,1,
2020,Killed,Female,28,Slip road,Fine no high winds,1,
2020,Killed,Female,29,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,29,Single carriageway,Fine no high winds,3,
2020,Killed,Female,29,Single carriageway,Other,1,
2020,Killed,Female,30,Dual carriageway,Fine no high winds,2,
2020,Killed,Female,30,Single carriageway,Unknown,2,
2020,Killed,Female,30,Single carriageway,Fine no high winds,3,
2020,Killed,Female,30,Single carriageway,Fog or mist,1,
2020,Killed,Female,30,Slip road,Fine no high winds,1,
2020,Killed,Female,31,Single carriageway,Fine no high winds,1,
2020,Killed,Female,32,Single carriageway,Fine no high winds,4,
2020,Killed,Female,32,Single carriageway,Fog or mist,1,
2020,Killed,Female,33,Roundabout,Fine no high winds,1,
2020,Killed,Female,33,Single carriageway,Fine no high winds,4,
2020,Killed,Female,34,Single carriageway,Fine no high winds,3,
2020,Killed,Female,35,Single carriageway,Fine no high winds,3,
2020,Killed,Female,35,Single carriageway,Raining no high winds,1,
2020,Killed,Female,36,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,36,Slip road,Fine no high winds,1,
2020,Killed,Female,37,Single carriageway,Fine no high winds,3,
2020,Killed,Female,37,Single carriageway,Raining no high winds,1,
2020,Killed,Female,37,Single carriageway,Raining + high winds,1,
2020,Killed,Female,37,Slip road,Fine no high winds,1,
2020,Killed,Female,38,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,38,Single carriageway,Fine no high winds,3,
2020,Killed,Female,38,Single carriageway,Raining + high winds,1,
2020,Killed,Female,39,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,39,Single carriageway,Fine no high winds,3,
2020,Killed,Female,39,Single carriageway,Raining no high winds,1,
2020,Killed,Female,39,Single carriageway,Fine + high winds,1,
2020,Killed,Female,40,Roundabout,Fine no high winds,1,
2020,Killed,Female,40,Dual carriageway,Fine no high winds,2,
2020,Killed,Female,40,Single carriageway,Fine no high winds,1,
2020,Killed,Female,41,Single carriageway,Fine no high winds,2,
2020,Killed,Female,41,Single carriageway,Raining no high winds,1,
2020,Killed,Female,41,Slip road,Fine no high winds,1,
2020,Killed,Female,42,Single carriageway,Fine no high winds,1,
2020,Killed,Female,43,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,43,Single carriageway,Fine no high winds,2,
2020,Killed,Female,44,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,45,Single carriageway,Fine no high winds,3,
2020,Killed,Female,46,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,46,Single carriageway,Fine no high winds,1,
2020,Killed,Female,47,Roundabout,Fine no high winds,1,
2020,Killed,Female,47,Single carriageway,Fine no high winds,1,
2020,Killed,Female,48,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,48,Single carriageway,Fine no high winds,3,
2020,Killed,Female,48,Single carriageway,Fog or mist,1,
2020,Killed,Female,48,Single carriageway,Other,1,
2020,Killed,Female,49,Single carriageway,Fine no high winds,1,
2020,Killed,Female,50,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,50,Single carriageway,Fine no high winds,5,
2020,Killed,Female,51,Dual carriageway,Fine no high winds,2,
2020,Killed,Female,51,Single carriageway,Fine no high winds,3,
2020,Killed,Female,51,Slip road,Fine no high winds,2,
2020,Killed,Female,52,Single carriageway,Fine no high winds,2,
2020,Killed,Female,52,Single carriageway,Raining + high winds,1,
2020,Killed,Female,53,Single carriageway,Fine no high winds,1,
2020,Killed,Female,54,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,54,Single carriageway,Fine no high winds,1,
2020,Killed,Female,54,Single carriageway,Raining no high winds,4,
2020,Killed,Female,55,Single carriageway,Fine no high winds,2,
2020,Killed,Female,56,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,56,Single carriageway,Fine no high winds,2,
2020,Killed,Female,57,Roundabout,Fine no high winds,1,
2020,Killed,Female,57,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,57,Single carriageway,Fine no high winds,3,
2020,Killed,Female,58,Single carriageway,Fine no high winds,1,
2020,Killed,Female,59,Dual carriageway,Raining + high winds,1,
2020,Killed,Female,59,Single carriageway,Fine no high winds,5,
2020,Killed,Female,59,Slip road,Fine no high winds,1,
2020,Killed,Female,60,Single carriageway,Fine no high winds,2,
2020,Killed,Female,61,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,61,Single carriageway,Fine no high winds,2,
2020,Killed,Female,61,Single carriageway,Raining no high winds,1,
2020,Killed,Female,63,Single carriageway,Fine no high winds,6,
2020,Killed,Female,63,Single carriageway,Raining no high winds,1,
2020,Killed,Female,64,Single carriageway,Fine no high winds,2,
2020,Killed,Female,64,Single carriageway,Raining + high winds,1,
2020,Killed,Female,64,Single carriageway,Other,1,
2020,Killed,Female,65,Single carriageway,Fine no high winds,1,
2020,Killed,Female,66,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,66,Single carriageway,Fine no high winds,1,
2020,Killed,Female,67,Single carriageway,Fine no high winds,2,
2020,Killed,Female,69,Single carriageway,Fine no high winds,7,
2020,Killed,Female,70,Single carriageway,Fine no high winds,1,
2020,Killed,Female,70,Single carriageway,Raining no high winds,1,
2020,Killed,Female,71,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,71,Single carriageway,Fine no high winds,3,
2020,Killed,Female,71,Single carriageway,Raining no high winds,1,
2020,Killed,Female,71,Single carriageway,Fog or mist,1,
2020,Killed,Female,72,Unknown,Unknown,1,
2020,Killed,Female,72,One way street,Unknown,1,
2020,Killed,Female,72,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,73,Dual carriageway,Fine no high winds,3,
2020,Killed,Female,73,Single carriageway,Fine no high winds,4,
2020,Killed,Female,74,Roundabout,Raining no high winds,1,
2020,Killed,Female,74,Single carriageway,Fine no high winds,4,
2020,Killed,Female,74,Single carriageway,Other,1,
2020,Killed,Female,75,Dual carriageway,Fine no high winds,2,
2020,Killed,Female,75,Single carriageway,Fine no high winds,2,
2020,Killed,Female,75,Single carriageway,Raining no high winds,1,
2020,Killed,Female,76,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,76,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,76,Single carriageway,Fine no high winds,3,
2020,Killed,Female,76,Single carriageway,Fine + high winds,1,
2020,Killed,Female,77,One way street,Fine no high winds,1,
2020,Killed,Female,77,Single carriageway,Unknown,1,
2020,Killed,Female,77,Single carriageway,Fine no high winds,1,
2020,Killed,Female,78,Dual carriageway,Raining no high winds,1,
2020,Killed,Female,78,Single carriageway,Fine no high winds,1,
2020,Killed,Female,78,Single carriageway,Fog or mist,1,
2020,Killed,Female,79,One way street,Fine no high winds,1,
2020,Killed,Female,79,Dual carriageway,Fine no high winds,2,
2020,Killed,Female,79,Dual carriageway,Fine + high winds,1,
2020,Killed,Female,79,Single carriageway,Fine no high winds,1,
2020,Killed,Female,80,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,80,Single carriageway,Raining no high winds,1,
2020,Killed,Female,81,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,81,Single carriageway,Fine no high winds,5,
2020,Killed,Female,81,Single carriageway,Raining no high winds,1,
2020,Killed,Female,81,Single carriageway,Raining + high winds,1,
2020,Killed,Female,82,Roundabout,Fine no high winds,1,
2020,Killed,Female,82,Single carriageway,Fine no high winds,5,
2020,Killed,Female,83,Single carriageway,Fine no high winds,2,
2020,Killed,Female,83,Single carriageway,Raining no high winds,3,
2020,Killed,Female,84,Roundabout,Fine no high winds,1,
2020,Killed,Female,84,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,84,Single carriageway,Unknown,1,
2020,Killed,Female,84,Single carriageway,Fine no high winds,5,
2020,Killed,Female,85,Single carriageway,Fine no high winds,3,
2020,Killed,Female,85,Single carriageway,Raining no high winds,1,
2020,Killed,Female,86,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,86,Dual carriageway,Fog or mist,1,
2020,Killed,Female,86,Single carriageway,Fine no high winds,3,
2020,Killed,Female,86,Single carriageway,Raining no high winds,1,
2020,Killed,Female,87,Single carriageway,Fine no high winds,1,
2020,Killed,Female,87,Single carriageway,Raining no high winds,1,
2020,Killed,Female,87,Single carriageway,Other,1,
2020,Killed,Female,88,Single carriageway,Fine no high winds,3,
2020,Killed,Female,89,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,89,Single carriageway,Fine no high winds,1,
2020,Killed,Female,90,Single carriageway,Fine no high winds,4,
2020,Killed,Female,90,Single carriageway,Fine + high winds,1,
2020,Killed,Female,91,Dual carriageway,Fine no high winds,1,
2020,Killed,Female,92,Single carriageway,Fine no high winds,1,
2020,Killed,Female,93,Single carriageway,Fine no high winds,1,
2020,Killed,Female,94,Single carriageway,Fine no high winds,1,
2021,Killed,Male,0,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,0,Single carriageway,Fine no high winds,1,
2021,Killed,Male,2,Single carriageway,Fine no high winds,3,
2021,Killed,Male,4,Single carriageway,Fine no high winds,1,
2021,Killed,Male,5,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,8,Single carriageway,Fine no high winds,1,
2021,Killed,Male,9,Single carriageway,Fine no high winds,1,
2021,Killed,Male,10,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,10,Single carriageway,Fine no high winds,1,
2021,Killed,Male,11,Dual carriageway,Fog or mist,1,
